Job,Education,Sex,Age,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999
Job,Education,Sex,Age,Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons)
Service workers and shop and market sales workers,College and university and over,Male,Total,194.4,956667,3048609,9224,193,871336,2668921,4306,195.3,1020345,3803502,5558,199.4,1176464,3276894,5521,196,1154187,5323903,4019,193.6,1151371,5041976,4674,215.8,1086789,2949003,11043
Service workers and shop and market sales workers,College and university and over,Female,Total,183.9,676251,1438569,2461,190.2,827524,1860428,3745,177.7,1072887,2876951,3613,193.6,1056753,2717291,4398,184.5,1135347,3621283,5735,184.6,1049513,3722594,4311,238,981856,1986494,6368
Skilled agricultural amd fishery workers,Total,Total,Total,207.8,673615,1678820,8203,216.3,756071,1934901,6181,210.4,811602,2495697,5516,203.4,970433,3769599,2835,205.8,1201128,5141454,4429,199.2,1208781,5261046,4483,205.8,1025002,2164650,10625
Skilled agricultural amd fishery workers,Total,Male,Total,211.2,726149,1786771,6891,218.4,787452,2091337,5535,209.8,821080,2539203,5315,206.2,1049064,4264218,2377,206.2,1225336,5314928,4228,198.3,1221362,5359601,4375,206.8,1103453,2419989,8729
Skilled agricultural amd fishery workers,Total,Female,Total,189.7,397690,1111832,1312,198.7,487197,594542,646,225.8,560975,1345269,201,188.8,562345,1202548,458,197.8,691910,1492472,201,235.7,699133,1268631,108,201.2,663818,989096,1896
Skilled agricultural amd fishery workers,Under middle shcool,Total,Total,204.3,623998,1372038,3954,215.5,695248,1677980,3055,205.9,740190,2165946,3068,202,1007879,4004219,1116,204.1,1285155,5402815,1546,194.3,1320635,5241506,1440,206.2,864641,1558515,3613
Skilled agricultural amd fishery workers,Under middle shcool,Male,Total,210.5,690388,1453951,3096,218.7,742886,1973814,2546,204.6,750761,2235434,2911,202.7,1047577,4354784,1026,205.3,1332447,5751278,1435,191.9,1349004,5415757,1374,208.8,1011117,1956451,2294
Skilled agricultural amd fishery workers,Under middle shcool,Female,Total,182,384437,1076466,858,199.4,456965,198232,509,230.1,544198,877535,157,195,555322,7778,90,189.7,673766,897910,111,243.9,730046,1613918,66,201.6,609891,866425,1319
Skilled agricultural amd fishery workers,High shcool,Total,Total,210.8,669990,1776408,3489,221.3,787597,1964772,2394,216,874028,2648571,1807,209.1,986197,4183452,1189,207.8,1260819,5277079,1971,200.4,1217132,5456397,2046,208.4,1027550,1957284,4580
Skilled agricultural amd fishery workers,High shcool,Male,Total,212.4,705321,1855888,3068,222.7,799584,1965317,2275,216.1,880347,2639445,1763,211.2,1056961,4500567,983,207.8,1273336,5323405,1927,200.4,1221064,5491115,2028,209.2,1061293,2082934,4180
Skilled agricultural amd fishery workers,High shcool,Female,Total,199.9,412520,1197200,421,195.1,558420,1954353,119,210.5,620841,3014227,44,199.3,648519,2670228,206,204.8,712614,3248224,44,197.2,774133,1544833,18,200.7,674945,644238,400
