Job,Education,Sex,Age,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999
Job,Education,Sex,Age,Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons),Total hours worked (Hours),Monthly Total wage (Won),Annual special payments (Won),Employment (Persons)
Skilled agricultural amd fishery workers,Jonior college,Total,Total,216.4,967718,3241764,500,213.4,897964,2648525,362,212.5,952795,3707751,537,194.5,809640,2132561,458,202.2,882030,4763911,681,204.7,918454,4759216,605,203.2,1226253,3572634,1191
Skilled agricultural amd fishery workers,Jonior college,Male,Total,213.1,997019,3404257,467,213.3,902487,2643394,353,212.5,952795,3707751,537,206.9,1002821,3299706,296,201.6,894065,5018624,635,204.7,918454,4759216,605,202.9,1236993,3629736,1162
Skilled agricultural amd fishery workers,Jonior college,Female,Total,263.2,553061,942242,33,215.1,720556,2849778,9,,,,,172,456667,0,162,210.9,715891,1247761,46,,,,,216,795897,1284621,29
Skilled agricultural amd fishery workers,College and university and over,Total,Total,203.5,911229,2029054,260,193.9,915468,3164762,370,233.7,1104577,3308750,104,185,1152528,3712056,72,211,1070164,3348064,231,202.1,1202380,5087713,392,197.4,1289319,3343375,1241
Skilled agricultural amd fishery workers,College and university and over,Male,Total,203.5,911229,2029054,260,194,912814,3174526,361,233.7,1104577,3308750,104,185,1152528,3712056,72,211,1070164,3348064,231,199.5,1244412,5412220,368,197.6,1316516,3395760,1093
Skilled agricultural amd fishery workers,College and university and over,Female,Total,,,,,190.2,1021889,2773111,9,,,,,,,,,,,,,242,557875,111938,24,195.9,1088466,2956500,148
Craft and related trades workers,Total,Total,Total,228.1,666399,1761620,962913,225.7,764143,2143305,847899,228.5,837553,2550164,846377,216.2,961095,2884500,800104,215.3,1054586,3418888,734387,212.9,1044480,3454083,664691,223.4,1097036,2861236,748756
Craft and related trades workers,Total,Male,Total,229.4,778421,2184973,649864,225.6,871375,2576333,608537,229.2,950688,3025853,614383,217.8,1067716,3351673,617016,215,1158257,3914756,579276,212.5,1140907,3938754,530591,223.1,1199442,3272974,586625
Craft and related trades workers,Total,Female,Total,225.5,433851,882773,313049,226,491524,1042405,239362,226.6,537942,1290412,231994,210.9,601776,1310102,183088,216.5,667419,1567026,155111,214.8,662950,1536392,134100,224.4,726505,1371482,162131
Craft and related trades workers,Under middle shcool,Total,Total,228.4,618500,1502327,434979,226.4,717447,1839886,355896,228.5,779854,2203410,334358,216.1,875595,2406411,263482,215.7,963365,2862622,232962,213.5,959373,3091955,193087,223,986433,2202554,195929
Craft and related trades workers,Under middle shcool,Male,Total,230.7,795765,2125493,226917,224.7,893293,2491809,203568,229.4,976804,3005260,188256,218.1,1106985,3412377,146253,213.5,1192204,3935807,135732,211.2,1176853,4325836,115186,221.4,1201478,3102677,112680
Craft and related trades workers,Under middle shcool,Female,Total,225.9,425171,822688,208062,228.6,482449,968670,152328,227.5,526079,1170206,146102,213.7,586916,1151383,117229,218.8,643908,1364469,97230,216.8,637804,1267514,77901,225.2,695363,984211,83249
Craft and related trades workers,High shcool,Total,Total,228.6,700606,1926068,489717,226,795432,2350729,457976,229.2,869095,2713127,475548,217.6,993803,3040452,478042,216.1,1092565,3584205,452114,213.4,1070981,3510412,418359,225.2,1116110,2874014,466090
Craft and related trades workers,High shcool,Male,Total,229.6,767322,2172165,386563,227,860668,2617891,373776,230,936549,2975866,391044,219.4,1051458,3269688,413731,216.5,1147710,3823318,395969,213.6,1126442,3749472,364761,225.4,1184341,3084037,391677
Craft and related trades workers,High shcool,Female,Total,224.7,450591,1003833,103154,221.6,505840,1164761,84200,225.3,556952,1497297,84504,206.2,622891,1565710,64311,213.1,703654,1897839,56145,212.5,693540,1883486,53598,224.2,756973,1768542,74413
Craft and related trades workers,Jonior college,Total,Total,225.7,753507,2375250,26476,218.4,810972,2369403,25537,220.5,950829,3647715,28612,207.7,1051082,3518350,40318,208.7,1124758,4247639,37893,208.6,1111420,3948618,40113,217.1,1198282,4199800,59332
Craft and related trades workers,Jonior college,Male,Total,226.2,766777,2448085,25328,219.1,838012,2477963,23098,220.8,964832,3749112,27447,207.8,1057531,3543767,39182,209.1,1135946,4337567,36634,209.1,1129471,4032088,38226,217.2,1227797,4352526,55805
Craft and related trades workers,Jonior college,Female,Total,214.9,460739,768306,1148,211.8,554890,1341319,2439,212.7,620919,1258843,1165,204,828635,2641688,1136,199.5,799225,1630957,1259,200.1,745750,2257714,1887,216.3,731280,1783333,3527
Craft and related trades workers,College and university and over,Total,Total,206.5,817770,3124985,11741,204.3,892967,2993257,8490,208.8,971345,3445973,7859,198.2,1139798,4300590,18262,198.1,1179068,5472017,11418,201.7,1247108,5473496,13132,208.4,1344172,4455099,27405
Craft and related trades workers,College and university and over,Male,Total,205.7,837184,3250811,11056,202.3,909796,3063676,8095,209.2,980065,3493678,7636,198.4,1145134,4332903,17850,198.2,1193544,5547155,10941,201.4,1267563,5620849,12418,208.4,1354500,4517975,26463
Craft and related trades workers,College and university and over,Female,Total,218.5,504418,1094134,685,245.3,548081,1550114,395,195.2,672744,1812471,223,186.1,908636,2900629,412,193.6,847023,3748572,477,206.6,891356,2910712,714,206.8,1054045,2688760,942
Plant and machine operators and assemblers,Total,Total,Total,229.8,697284,1872404,1273447,230.7,760935,2029520,1306796,230.1,854522,2516927,1361226,224.5,945683,2759306,1368444,224.6,1006383,3013560,1286152,218.7,993679,2956231,1061960,230.6,1083247,2502127,1084893
Plant and machine operators and assemblers,Total,Male,Total,232.2,788365,2139191,941637,233.1,855346,2317833,969299,233.4,961246,2845275,1005547,226.7,1049127,3087998,1023442,227.2,1105316,3317711,981115,221.1,1080366,3179646,839685,231.8,1179511,2765459,857110
Plant and machine operators and assemblers,Total,Female,Total,222.9,438805,1115295,331810,223.9,489786,1201476,337497,220.8,552798,1588648,355679,218.1,638819,1784247,345002,216.2,688175,2035295,305037,209.5,666202,2112237,222275,226.4,721023,1511254,227783
Plant and machine operators and assemblers,Under middle shcool,Total,Total,232.1,690363,1704256,533308,230.7,732092,1821871,524850,231.4,835082,2263876,516687,230.2,923844,2319944,474836,229,982176,2535175,422776,224,972811,2557586,312013,234.1,1058493,2215268,356879
Plant and machine operators and assemblers,Under middle shcool,Male,Total,235.1,809095,2054753,362990,233.9,868378,2230857,343554,235.5,994913,2785638,337961,233.4,1083784,2801494,311265,234.2,1146612,3025023,281358,227.6,1110760,2971410,220705,235.5,1212646,2650744,251703
Plant and machine operators and assemblers,Under middle shcool,Female,Total,225.7,437315,957258,170318,224.6,473832,1046849,181296,223.6,532852,1277252,178726,224.2,619488,1403585,163571,218.7,655024,1560598,141418,215.3,639368,1557313,91308,230.7,689580,1173104,105176
Plant and machine operators and assemblers,High shcool,Total,Total,228.3,698030,1970688,712883,231.1,777307,2158333,745484,229.6,862633,2636257,804152,221.8,952544,2954478,853114,222.8,1013376,3214306,818750,216.8,992709,3062850,698314,229.5,1091641,2614504,675836
Plant and machine operators and assemblers,High shcool,Male,Total,230.8,773123,2171171,552180,233.2,847905,2361882,590837,232.8,943446,2840502,628814,224.2,1031313,3172356,673862,224.9,1086311,3401872,657320,219.4,1062687,3188678,569700,231,1165996,2788901,555954
Plant and machine operators and assemblers,High shcool,Female,Total,220,440007,1281820,160703,223.3,507584,1380664,154647,218,572813,1903776,175338,212.7,656428,2135409,179252,214.2,716395,2450566,161430,205.3,682740,2505491,128614,222.8,746816,1805737,119882
Plant and machine operators and assemblers,Jonior college,Total,Total,225.9,813724,2523898,21788,225.6,838115,2315772,29777,226.5,938522,3325599,33159,217.5,1046865,3669032,32381,218.8,1117252,3948364,35871,213.5,1138046,3962207,40761,225.6,1135193,3015229,37353
Plant and machine operators and assemblers,Jonior college,Male,Total,226.5,822259,2559721,21170,226.2,849830,2359421,28461,227.1,954185,3398297,31861,218.2,1072769,3808250,30505,219.5,1134775,4028071,34262,213.5,1152567,4028722,39277,225.8,1152722,3076014,35470
Plant and machine operators and assemblers,Jonior college,Female,Total,206.7,521341,1296741,618,214,584760,1371786,1316,211.9,554049,1541124,1298,206.2,625640,1405254,1876,204.9,744123,2251102,1609,212.2,753740,2201738,1484,221.9,804998,1870218,1883
Plant and machine operators and assemblers,College and university and over,Total,Total,210.8,811103,2862826,5468,211,855913,2692515,6685,213.8,956356,3620136,7228,210.1,1098625,4320135,8113,203.2,1066996,3511124,8755,209.5,1113599,3777083,10872,212.3,1165644,2991833,14825
Plant and machine operators and assemblers,College and university and over,Male,Total,210.7,821305,2911093,5297,211.4,867102,2732298,6447,214.9,967082,3646381,6911,210.4,1112573,4414709,7810,203.9,1088668,3646877,8175,208.5,1133135,3925889,10003,212.4,1188360,3110592,13983
Plant and machine operators and assemblers,College and university and over,Female,Total,214.1,495076,1367678,171,199.9,552824,1614861,238,191.5,722511,3047962,317,202.4,739132,1882439,303,192.2,761523,1597706,580,221.7,888721,2064193,869,210.8,788404,1019613,842
Elementary occupations,Total,Total,Total,236.2,532986,1161564,269932,231.8,586697,1402098,330939,243,657988,1513442,329316,239.7,700927,1672238,355601,240.9,747994,1781597,366949,244,737214,1699522,336289,234.9,773208,1511385,348631
Elementary occupations,Total,Male,Total,244.9,577953,1309054,197911,238.7,639546,1574744,238486,253.7,715977,1682444,238120,256.9,767911,1914888,246270,258.8,817052,2024148,253214,262.8,810779,1960775,224852,246.9,849154,1719641,231311
Elementary occupations,Total,Female,Total,212.4,409419,756267,72021,214,450370,956750,92453,215.1,506572,1072165,91196,200.9,550045,1125664,109331,201.1,594249,1241595,113735,206,588777,1172379,111437,211.2,623471,1100781,117320
Elementary occupations,Under middle shcool,Total,Total,230.2,507703,1023448,171735,229.4,556934,1249340,208820,240.3,625167,1328886,203434,238,669554,1500155,221724,237.7,707684,1587732,225987,241.4,694542,1433983,198412,234.2,725939,1352150,187004
Elementary occupations,Under middle shcool,Male,Total,239.5,564979,1200049,112208,238,620087,1442266,135743,254.1,694191,1505053,133484,259.5,748933,1753923,138410,260.9,789022,1885671,139596,267.2,784796,1719934,116180,251.2,820649,1657477,108481
Elementary occupations,Under middle shcool,Female,Total,212.7,399737,690558,59527,213.5,439625,890972,73077,213.8,493452,992711,69950,202.3,537683,1078568,83314,200.2,576253,1106302,86391,205.1,567029,1029981,82232,210.9,595096,930336,78523
Elementary occupations,High shcool,Total,Total,247.6,576198,1404088,92997,237,635215,1664783,114353,249,708075,1805950,118296,243.3,752532,1972734,125680,247.3,811090,2077074,132158,248.5,793654,2052071,129028,235.8,819293,1662233,148318
Elementary occupations,High shcool,Male,Total,252.9,594171,1452256,81117,241,663189,1753566,95837,254.9,741568,1903560,97754,254.6,791330,2132398,101132,258,851086,2181984,105798,259.6,834192,2185861,101092,243.6,865947,1725851,111596
Elementary occupations,High shcool,Female,Total,211.2,453476,1075194,11880,216.4,490422,1205254,18516,220.6,548693,1341451,20542,196.9,592694,1314957,24548,204.6,650566,1656011,26360,208.5,646959,1567925,27936,212.1,677512,1468899,36722
Elementary occupations,Jonior college,Total,Total,230.8,588974,1463610,2894,219.5,654473,1706236,4940,224.9,757593,1809428,5230,226.6,765314,1686835,5330,223.8,848124,2396599,6376,228.2,870491,2696293,6285,226.6,955012,2278157,8129
Elementary occupations,Jonior college,Male,Total,234.9,610799,1594676,2443,222.3,676825,1776905,4336,228.5,776103,1872031,4751,238.8,839346,2034368,4059,229.8,878891,2466656,5544,232.1,896558,2847688,5347,231.4,1007751,2592160,6546
Elementary occupations,Jonior college,Female,Total,208.2,470752,753643,451,199.7,494017,1198917,604,189.4,573996,1188493,479,187.7,528891,576972,1271,183.5,643112,1929776,832,206.3,721902,1833276,938,206.6,736928,979698,1583
Elementary occupations,College and university and over,Total,Total,234.1,602999,1287796,2306,217.1,704212,1528673,2826,226.7,755906,2105365,2356,231.3,745305,1780632,2867,236,802609,2127635,2428,247.8,872341,2063324,2564,246.2,874804,1737453,5180
Elementary occupations,College and university and over,Male,Total,236.9,605920,1270454,2143,218.4,722790,1562574,2570,231.5,772757,2228328,2131,234.2,756064,1838794,2669,239.6,803542,2102679,2276,253.7,897268,2177595,2233,249.6,887524,1791992,4688
Elementary occupations,College and university and over,Female,Total,196.8,564601,1515798,163,203.9,517707,1188344,256,181.3,596316,940773,225,191,600283,996626,198,181.5,788650,2501318,152,207.8,704180,1292430,331,213.5,753599,1217773,492
